1000;3;
1.1649094743692283;0.9910381261129245;2.5949791399914237;
1.0711088675892217;1.0429469175887984;2.8431049239760893;
1.6647349914419303;1.330178872337583;2.65077616684397;
1.1062791558605336;0.9974057586075487;2.355134665248409;
1.6625932242767072;1.4246440250979329;2.5075230607910965;
1.3652434712922805;1.0697110371824747;2.685069669219052;
1.7167601439636475;1.1390050039191093;2.5810737813449567;
1.6960949642912255;1.2181429399689598;2.39228542884897;
1.0708572816321869;0.9354688887019316;2.7074701703689548;
1.6620065339806558;1.0202615268466624;2.671658197986318;
1.7250757694193102;0.5478991304616835;2.533949471500864;
1.5842845511167685;1.3407049950125909;2.9012559589012468;
1.4786274959891879;1.4273518206068947;2.691296933840462;
0.9099351815910531;0.7926627975301148;2.8330816487514974;
1.4336012794696325;1.0012147555953135;2.773084838246217;
0.9837686369541294;0.8117859404957501;2.639333261815068;
1.5124371112503694;0.7139181993430413;2.860652481274245;
1.4846809536851786;1.1504127446069876;2.8254695095070748;
1.665546697637553;1.3963071990145275;2.3563229358526914;
1.0672624922578355;1.1784497808158663;2.640814007061237;
1.3415460076103212;1.160005012332578;2.525573425652396;
1.461647952656934;1.142803479853589;3.115386381864257;
1.477282258312324;1.0959122987460148;2.933082803189255;
1.2196136642467361;1.086409187833675;2.6011164614358138;
1.807804734360029;0.7368249801799518;2.4102830632334564;
1.5988368854559578;1.0945521172144388;2.7957525429036547;
1.5161507036831756;1.1938609208988036;2.5964491755741093;
1.575290679715319;0.8497031795953733;2.4518344131299035;
1.3688090079406836;1.039125255185536;2.4328592963648794;
1.232886527690882;1.0561265232728534;2.514862623765282;
1.3131716572740444;0.9793635974881685;2.52366422640058;
1.4135799872696602;1.194085776834311;2.618590808905215;
1.3436299434351706;0.72183466084131;2.8333845801008373;
1.4140756465176536;1.148713567727152;2.2690124653840966;
1.1674930992407073;1.0184853051382348;2.521381779561961;
1.290326264374521;1.1881241330964614;2.9395159925891954;
1.2485611657591313;0.7425745455226838;2.285528793296482;
1.3291382743078528;1.4573385558533887;2.2597223989173334;
1.091553665023145;1.074671568180994;2.6866583895024343;
2.0877101198127948;1.0422185095481016;2.232681845791262;
1.228078728121453;0.8656759852758666;2.619518186346375;
1.5797861441581926;0.8454784088960576;2.0970808973563755;
1.4586705858206774;1.1331425417317824;2.2241545405259875;
1.346239367840514;1.0951764232461119;2.4708271336738563;
1.6433317082072432;0.6873928486578456;2.3509240171646515;
1.4341814975772555;1.0600777936193486;2.2869919793091427;
1.772374046380446;1.1677409028628554;2.4810244310560625;
1.8904193781241276;1.136766717516463;2.163236699225373;
1.2145032247644971;0.9401807839680669;2.4673937087549564;
1.8056737884215024;0.9412941429713337;2.679644427220059;
1.4083015902705633;0.9338153250720895;2.734508183675666;
1.1954938008917861;1.3140406136375322;2.534670104291794;
1.5034418729761776;1.0348466814315738;2.2158200367858853;
1.2669172937807553;1.2537908887532432;2.5719318783303575;
1.4415981298072076;1.1740456048876702;2.4576881087617313;
1.5014963067006986;1.0678439792839387;2.6648224791987953;
1.57145015046654;0.7715568412919465;2.4886709838719683;
1.394497567047437;1.395758851893267;2.5317460108777077;
1.343106331023293;1.1104145264247234;2.501479730180942;
1.517553299011887;1.3712682591169005;2.6302021516585397;
1.389028023926912;1.3516438944342257;2.750739852441985;
