1000;3;
2.7147022684155933;0.3103705135643996;2.417263022192115;
2.8720088392521097;0.07270022087125749;2.3353531486787094;
2.243795347509404;-0.049609502762133606;2.471911510605833;
2.3658946560029337;0.32869188673366834;2.5696942627584165;
2.3139833200687976;0.06274985582855414;2.3075877674155194;
2.620546957251552;0.34160113358152555;2.3420550429042817;
2.1949713308682;0.09880034916792924;2.3014571707060987;
2.2328226555268413;0.255915522420067;2.3646963420481124;
2.5898823859386355;0.17840894193768908;2.107597737710816;
2.6165131511604387;0.4822504997162991;2.5740539923748464;
2.310198125130901;0.15363440169147147;2.2812165386614973;
2.4147010957938844;0.19549586733117463;2.2876288198219132;
2.324569429468865;0.2178393940063112;2.2517991051252046;
2.7869946506926535;0.09764224176290949;2.4840435584659275;
2.5115100243870283;0.05284192374455626;2.185722777306265;
2.2392016155594896;0.36535679075983635;2.430533800865332;
2.4789748710433095;0.07968493013446956;2.599733184173722;
2.5000603145240805;0.46588038058018943;2.3775756368750036;
2.0864814130358718;-0.08544721151474471;2.2033055866624105;
2.720993965967678;0.048355577963263105;1.968185994304158;
2.5892074141140675;-0.05217156218177388;2.732585715027447;
2.6909153083498034;-0.19674488982739963;2.389103479228336;
1.981825727653403;0.457846322964575;2.5223881479220873;
2.580843953057194;0.0735964837930382;2.5090978496661616;
2.238836628909948;-0.055907999285441656;2.2537105383600533;
2.406743438042745;-0.20147872207199524;2.1248578168799757;
2.066727323254147;0.10885288836710157;2.3581293483992094;
2.4539919538375763;0.1314111760247123;2.387046347849273;
2.4097413991674466;0.32632651179965516;2.518083698497515;
2.3770236308807955;0.38722883185367885;2.4406250672898815;
2.1714890820937796;0.19850472483325318;2.4369914591443185;
2.4674063207888577;0.1901847533458869;2.2539818631248445;
2.6534378249424218;0.7399646959954963;2.478253674966127;
2.2891588975234525;0.2477115362065099;2.1546686318442565;
2.4943580743793774;0.4542003240962548;1.6389004536104825;
2.486128532252336;0.18077418210355;2.581074210556734;
2.6799573615346346;0.3169506667834384;2.236292162498635;
2.1216067269250214;0.22589512696405564;1.8925100569129067;
2.4410398285003843;0.16623743729518067;2.188027960907299;
2.433045673972213;0.45388283619635067;2.6363644536942537;
2.351036218694468;0.08138005074830673;2.27413184181339;
2.483891321911825;0.38530917867572667;2.3224302633512424;
2.4242900960735563;0.28226624572634196;2.3007890558172748;
2.4722061585451507;0.30609517112885376;2.242526167697891;
2.4752265782106417;0.2584597705657261;1.7505506019268657;
2.4773490029424967;0.6520895249616426;2.366407008610044;
2.365725660296976;0.3400055475410356;2.3435607747522713;
2.995884817804637;0.4056475446835684;2.447984156033647;
2.633665441950442;0.2502347178725019;2.3649450829201086;
2.7688475679880233;0.5862053757367232;2.207753410959077;
2.721934297322423;0.2768810294763858;2.476324438599702;
2.628083175753162;-0.002350631200517511;2.197499669683795;
2.422671740737213;-0.0018848625020643217;2.4376105410434477;
2.5286440687310137;0.00729931818726709;2.2952473001353098;
2.5889105715823217;0.1660212314283894;2.7312854966574442;
2.455639311729662;0.14115234158723405;2.4840806248342897;
2.5144936976707224;0.3218867780206051;2.4497885569899904;
